text,average_path_length,maximum_path_length,num_clauses,num_phrases,num_subordinating_conjunctions,prop_nouns,prop_verbs,prop_adjectives,prop_pronouns,num_tokens,total_freq,avg_token_length
"Он задумался, чуть перекосив худенькое лицо, и даже перестал выдергивать цветы и травинки, в его коричневых глазах появилась боль - так трудно вложить в чужую душу самые простые и очевидные истины!",3.2058823529411766,32.0,1.0,8.0,0.0,0.2,0.1714285714285714,0.2,0.0,35,175104.7,5.387096774193548
Он закончил экономический факультет Политехнического института в Петербурге в 1906 году и одновременно экстерном юридический факультет Петербургского университета.,2.5,16.0,0.0,4.0,0.0,0.3157894736842105,0.0526315789473684,0.2631578947368421,0.0,19,99050.0,8.11111111111111
Он и в шестьдесят еще участвовал в самых известных марафонах в разных точках мира.,1.8571428571428568,8.0,0.0,4.0,0.0,0.2,0.0666666666666666,0.2,0.0,15,130038.4,4.928571428571429
"Он медленно положил сигару в пепельницу, стоявшую на рояле, тронул клавиши и запел вполголоса романс ""Утро туманное, утро седое"" фантастическим по красоте голосом, слегка подыгрывая себе на рояле.",2.676470588235294,31.0,2.0,9.0,0.0,0.3142857142857143,0.1428571428571428,0.0857142857142857,0.0285714285714285,35,105250.90000000002,6.035714285714286
"Он молодец, он этот ресурс накопил и использует.",1.8888888888888888,7.0,0.0,3.0,0.0,0.2,0.2,0.0,0.0,10,53144.5,5.125
"Он наконец нашел и кремень, и кусок напильника, и шнур в патронной гильзе, вымокший в снегу.",1.894736842105263,16.0,1.0,3.0,0.0,0.3,0.1,0.05,0.0,20,170506.80000000002,4.8125
"Он означает такое поведение человечества и каждого человека в отдельности, которое способно обеспечить совместное развитие биосферы и человечества.",1.947368421052632,17.0,0.0,4.0,0.0,0.35,0.1,0.1,0.0,20,103537.5,7.222222222222222
Он поднял голову и окинул с возвышения осенние пустыри и главы монастыря отсутствующим взором.,1.6428571428571428,12.0,0.0,4.0,0.0,0.4666666666666667,0.2,0.0,0.0,15,82915.5,5.785714285714286
Он подошел к мальчику и увел его с кладбища.,1.4444444444444444,7.0,0.0,4.0,0.0,0.2,0.2,0.0,0.1,10,55080.600000000006,4.0
"Он поселился в Душанбе и напомнил о себе через год, когда выступил свидетелем обвинения на процессе Андрея Синявского и Юлия Даниэля, которые когда-то считали его своим другом.",1.967741935483871,29.0,0.0,6.0,0.0,0.15625,0.125,0.0,0.0625,30,131416.80000000002,5.555555555555555
Он преподавал химию и в других петербургских учебных заведениях.,2.4444444444444446,7.0,0.0,2.0,0.0,0.2,0.1,0.3,0.0,10,67176.0,6.222222222222222
"Он приехал на паре своих вяток, очень красивых, и они все время стояли у крыльца, он остался, потому что был дождь, и ему хотелось, чтобы к вечеру просохло.",3.5588235294117645,32.0,2.0,9.0,2.0,0.2,0.1428571428571428,0.0285714285714285,0.0285714285714285,35,126358.8,4.607142857142857
"Он рискнул всем - и карьерой, и здоровьем.",1.5555555555555556,7.0,0.0,3.0,0.0,0.2,0.1,0.0,0.0,10,71603.6,4.375
"Он свистит над головами и детей, и взрослых.",1.5555555555555556,7.0,0.0,2.0,0.0,0.3,0.1,0.0,0.0,10,72140.6,4.625
Он снова ввязался в боевые действия - на территории Либерии и в соседней Сьерра-Леоне.,2.75,13.0,0.0,4.0,0.0,0.1764705882352941,0.0588235294117647,0.1176470588235294,0.0,15,114751.9,5.214285714285714
"Он тогда не напьется и я смогу с ним поговорить начистоту, по душам.",1.5714285714285714,10.0,0.0,5.0,0.0,0.1333333333333333,0.2,0.0,0.0666666666666666,15,84533.4,4.3076923076923075
Он углублялся в чтение дневников подследственных и даже высказывал личное мнение по их содержанию.,1.7142857142857142,12.0,0.0,3.0,0.0,0.3333333333333333,0.1333333333333333,0.0666666666666666,0.0,15,75502.7,6.071428571428571
"Он уже расчистил довольно широкую полосу, и там плотно, крепко круглились сероватые в просинь и розоватость лобастые булыжники, а дальше шоссе терялось в густой поросли сорняков.",2.7586206896551726,26.0,0.0,5.0,0.0,0.2333333333333333,0.1333333333333333,0.1,0.0,30,136925.40000000002,5.884615384615385
"Он хранил у себя дома потрясающую коллекцию репродукций, которую собирал не только в московских библиотеках, вырезая их из редких книг, но и в домах своих друзей.",2.2413793103448274,27.0,2.0,7.0,0.0,0.2,0.1333333333333333,0.0666666666666666,0.1,30,131082.90000000002,5.269230769230769
Он юркнул в открытую черную пасть кинотеатра и оказался в узко-длинной грязной комнате в клубах наркотического дыма.,2.421052631578948,17.0,0.0,3.0,0.0,0.25,0.1,0.35,0.0,18,129944.3,5.882352941176471
"Он, по-видимому (и в первую очередь), затронет Японию, где многие одинокие пожилые люди уже ""снабжены"" домашними ""сидячими"" роботами для наблюдения за ними и вызова помощи.",3.055555555555556,23.0,0.0,4.0,0.0,0.1621621621621621,0.054054054054054,0.1621621621621621,0.027027027027027,35,113751.0,5.92
"Она активно используется, в частности, в бизнесе и в социальной практике, задавая определенные рамки и ориентиры для организации деятельности развивающихся коллективов.",2.1666666666666665,21.0,1.0,3.0,0.0,0.32,0.12,0.08,0.04,25,169008.09999999998,7.0476190476190474
"Она вовремя соскочила, развелась и уехала в Лондон.",1.3333333333333333,6.0,0.0,2.0,0.0,0.0,0.3,0.0,0.0,10,67247.50000000001,5.5
"Она вполне может не мешать изучению каких-то иных явлений (никто из биологов, кажется, и не занимается проблемами генетики Иисуса Христа), но мировоззрение этих коллег мы считаем не вполне научным.",3.9722222222222223,33.0,0.0,6.0,0.0,0.1891891891891892,0.1351351351351351,0.054054054054054,0.0,35,100403.7,5.827586206896552
Она встала с колен и его подняла за собой.,1.5555555555555556,7.0,0.0,4.0,0.0,0.1,0.2,0.0,0.2,10,53595.7,3.7777777777777777
"Она вся - продукт российского производства и российских технологий, что позволило выйти на новый уровень не только технических решений, но и качества.",2.0,21.0,0.0,3.0,0.0,0.28,0.08,0.16,0.0,25,113885.9,5.863636363636363
"Она заверила, что ""вопрос повышения пенсионного возраста в настоящее время в правительстве не рассматривается ни в каком виде, ни в одном проектном документе его нет"".",3.793103448275862,27.0,1.0,6.0,1.0,0.2333333333333333,0.1,0.1,0.0,30,154462.69999999998,5.72
"Она отлично защищает и глаза наблюдателя, и телескоп, практически не искажая изображения.",1.5714285714285714,11.0,1.0,3.0,0.0,0.2666666666666666,0.1333333333333333,0.0,0.0,15,89829.8,6.5
"Она росла в Таджикистане, откуда Казахстан казался золотым краем, и дядя только после многих лет мытарств во время гражданской войны сумел вывезти семью в Германию к деду.",3.1379310344827585,27.0,0.0,10.0,0.0,0.2666666666666666,0.1333333333333333,0.0666666666666666,0.0,30,110906.2,5.37037037037037
Она уложила сено в ванночку и залила его кипятком.,1.4444444444444444,7.0,0.0,4.0,0.0,0.3,0.2,0.0,0.1,10,69771.1,4.666666666666667
Они были подвижны и катились всегда в одну сторону.,1.5555555555555556,6.0,0.0,2.0,0.0,0.1,0.1,0.1,0.0,10,67787.90000000001,4.777777777777778
"Они вернулись к антагонизму советского периода, когда стали сворачиваться достижения перестройки внутри страны и были открыто заявлены претензии на сферы влияния на территории распавшейся империи и на возрождение роли сверхдержавы в мировых делах.",2.0294117647058822,32.0,1.0,4.0,1.0,0.4,0.1428571428571428,0.0571428571428571,0.0,35,157979.1,6.515151515151516
"Они встроены в язык, и мы даже примерно представляем, где душа находится.",2.5,12.0,1.0,4.0,0.0,0.1333333333333333,0.2,0.0,0.0666666666666666,15,74979.30000000002,5.166666666666667
"Они выступают против архаичной религии, смешивания церкви и государства, против клерикализации и ""возврата в средневековье"".",2.3157894736842106,17.0,0.0,2.0,0.0,0.35,0.05,0.05,0.0,20,103461.7,7.333333333333333
"Они и потерь меньше несут, и воюют лучше.",1.2222222222222223,4.0,0.0,1.0,0.0,0.1,0.2,0.0,0.0,10,71797.3,4.25
Они и расстреляли 67-летнего депутата из пистолета с глушителем.,1.3333333333333333,6.0,0.0,3.0,0.0,0.3,0.1,0.1,0.0,10,51427.8,6.222222222222222
Они карпов держали в аквариумах прямо в воде Тигра.,1.4444444444444444,6.0,0.0,4.0,0.0,0.3,0.1,0.0,0.0,10,62878.7,4.777777777777778
"Они напомнили, что в положении о распределении машин в текущем году говорится о живой очереди без подставных лиц и ""мертвых душ"".",2.875,22.0,1.0,4.0,1.0,0.28,0.08,0.16,0.0,25,110212.20000000004,5.190476190476191
"Они никогда не устают и не боятся огня"".",1.6666666666666667,5.0,0.0,2.0,0.0,0.1,0.2,0.0,0.0,10,72259.6,4.125
"Они очень ""разборчивы"", за счет чего и регулируют количество и ассортимент поступающих в живую клетку веществ.",1.7894736842105263,15.0,0.0,4.0,0.0,0.25,0.1,0.1,0.05,20,108688.6,5.9375
Они позволяют осуществлять интеракцию в режиме реального времени и общего виртуального пространства и позволяют иметь доступ в коммуникационную сеть.,2.1052631578947367,17.0,0.0,4.0,0.0,0.3,0.2,0.2,0.0,20,135469.90000000002,6.894736842105263
"Они прячут глаза, подолгу спят и не едят яиц, потому что в своем мире вылуплялись из них"" (""Дом, в котором…"").",2.6206896551724137,27.0,1.0,5.0,1.0,0.1333333333333333,0.1333333333333333,0.0,0.0666666666666666,29,125483.3,4.55
Они раскрывались поутру в траве и под вечер увядали.,1.8888888888888888,7.0,0.0,4.0,0.0,0.3,0.2,0.0,0.0,10,67516.29999999999,4.888888888888889
"Они умеют работать и с одаренными детьми, и с детьми с особенностями развития.",1.7857142857142858,12.0,0.0,2.0,0.0,0.2666666666666666,0.2,0.0,0.0,15,106150.5,5.076923076923077
"Они упирались друг в друга глазами, не совпадая во времени на десятилетие, и продолжали свой дикий диалог: слепого с глухонемым.",2.391304347826087,21.0,1.0,6.0,0.0,0.1666666666666666,0.125,0.125,0.0833333333333333,24,118399.0,5.45
Они шли с увала на увал и видели иногда сверху деревни с белыми крышами.,1.9285714285714288,12.0,0.0,4.0,0.0,0.1333333333333333,0.2666666666666666,0.0666666666666666,0.0,15,74609.0,4.214285714285714
Описание его маршрута было известно в средневековой Европе и могло быть известно братьям Поло ещё в их первом путешествии.,2.0,14.0,0.0,4.0,0.0,0.2,0.05,0.2,0.0,20,114672.4,5.473684210526316
"Опыт и практика показывают, что на самом деле не надо, рано еще.",2.2142857142857144,10.0,1.0,2.0,1.0,0.2,0.0666666666666666,0.0666666666666666,0.0,15,73870.40000000001,4.416666666666667
Основной вывод из нашего теста - пора отправлять телевизоры на кухню и в спальню.,2.2142857142857144,12.0,0.0,1.0,0.0,0.4666666666666667,0.0666666666666666,0.0666666666666666,0.0,15,87850.1,4.857142857142857
"Основные исследования лаборатории сфокусированы в области коммуникаций, кооперации и обучения в многочисленных группах.",1.3571428571428572,10.0,0.0,2.0,0.0,0.4666666666666667,0.0666666666666666,0.1333333333333333,0.0,15,98550.2,8.23076923076923
Основные методы основаны на логике и сборе легальной информации.,1.0,6.0,0.0,2.0,0.0,0.4,0.1,0.2,0.0,10,51669.100000000006,6.222222222222222
"Основой этого проекта являются договоры о сотрудничестве университета, подписанные с указанными газетами, и положение по осуществлению непрерывной практики по специальности ""журналистика"", разработанное университетом и согласованное с редакциями периодических изданий.",2.0588235294117645,30.0,2.0,4.0,0.0,0.4,0.1428571428571428,0.0571428571428571,0.0,35,109485.19999999998,8.275862068965518
"Особенно большие трудности повышение тарифов принесет малому и среднему бизнесу, которые и так находятся в очень сложном положении.",1.894736842105263,13.0,0.0,5.0,0.0,0.25,0.1,0.2,0.0,20,104357.6,6.333333333333333
"Особенностью автомобильной очереди было лишь то, что формировалась и поддерживалась она в течение целого года и состояла приблизительно из 1000 довольно крутых мужиков.",2.5416666666666665,23.0,1.0,5.0,0.0,0.2,0.12,0.12,0.0,25,121610.0,6.3478260869565215
"Особого впечатления он на меня не произвел, но я захотела и другого кино.",1.6428571428571428,7.0,0.0,5.0,0.0,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.0666666666666666,15,94273.5,4.6923076923076925
"Оставшихся больных и раненых в приказном порядке перенесли в стоящую рядом нефункционирующую железнодорожную школу, которая не отапливалась совершенно.",1.947368421052632,11.0,1.0,4.0,0.0,0.2,0.25,0.1,0.0,20,117150.3,7.444444444444445
"Остается открытым вопрос, смогут ли обратить ситуацию в свою пользу МВД и входящая в его структуру миграционная служба.",2.3157894736842106,18.0,2.0,4.0,0.0,0.25,0.2,0.1,0.0,20,103257.2,5.666666666666667
Остальное - в основном всякая сборочная и ремонтная мелочь.,2.555555555555556,7.0,0.0,0.0,0.0,0.1,0.0,0.5,0.0,10,67215.6,5.666666666666667
Остальные возможные претенденты и вовсе аполитичны и не причисляют себя ни к одной партии.,1.5,8.0,0.0,3.0,0.0,0.1333333333333333,0.0666666666666666,0.2,0.0666666666666666,15,98296.9,5.5
"Острая конкуренция в борьбе за доступ в ""социальный лифт"" - это и нормальное, и ожидаемое явление.",2.210526315789474,17.0,0.0,0.0,0.0,0.25,0.05,0.15,0.05,20,144383.4,5.1875
"Осуждали меня и Николай Иванович, и Мери Михайловна.",1.5555555555555556,8.0,0.0,2.0,0.0,0.0,0.1,0.0,0.1,10,71923.70000000001,5.625
Отец в первый же понедельник ушел добровольцем в ополчение.,1.3333333333333333,4.0,0.0,3.0,0.0,0.4,0.1,0.1,0.0,10,67272.1,5.666666666666667
"Отметим, что Siemens - рекордсмен и по тишине работы (обратная сторона - небольшая мощность всасывания), и по размерам - его небольшой рост и габариты позволяют протиснуться в самые отдаленные уголки.",7.0588235294117645,33.0,1.0,6.0,1.0,0.3142857142857143,0.0857142857142857,0.1428571428571428,0.0,35,157964.6,5.7
"Очевидно, что блицкрига в Сирии не будет, да его, скорее всего, никто и не планировал.",4.2105263157894735,18.0,1.0,4.0,1.0,0.05,0.1,0.05,0.1,20,111142.0,4.8
Пальцы рук и ног пострадавших зачастую отваливались и оставались в старых бинтах при перевязке.,1.5,7.0,0.0,3.0,0.0,0.4,0.1333333333333333,0.0666666666666666,0.0,15,104556.8,5.857142857142857
"Папа, мама и Толя, все уехали в город, я осталась одна.",1.7142857142857142,6.0,0.0,4.0,0.0,0.2,0.1333333333333333,0.0,0.0,15,83889.09999999999,4.090909090909091
"Патриарх Кирилл прямо призвал клириков и даже мирян использовать новые и современные возможности, чтобы противопоставлять христианские идеалы тому безумию, которое в самом деле часто прет из СМИ.",2.2758620689655173,25.0,1.0,8.0,1.0,0.2333333333333333,0.1666666666666666,0.1333333333333333,0.0333333333333333,30,110671.0,6.2592592592592595
"Пациенты не знают, и сотрудники мои не знают, кто все эти люди.",2.571428571428572,11.0,1.0,3.0,0.0,0.2,0.1333333333333333,0.0,0.0,15,76339.40000000001,4.333333333333333
"Первые десять минут Валентин Хагдаев бил в бубен и рассказывал популярные поверья и истории об острове, а следующие двадцать - декламировал свои стихи, вышедшие в сборнике ""Молодые поэты Бурятии"".",2.0303030303030303,27.0,1.0,7.0,0.0,0.2352941176470588,0.1176470588235294,0.1176470588235294,0.0,34,135630.5,5.793103448275862
"Первые мормонские поселенцы называли себя пионерами, а их потомки в 1901-м и в 1933-м годах соответственно объединились в две организации - Дочери пионеров Юты и Сыновья пионеров Юты.",2.7241379310344827,25.0,0.0,6.0,0.0,0.3,0.0666666666666666,0.1333333333333333,0.0666666666666666,30,169078.90000000002,5.571428571428571
Первые такие устройства появились в начале 70-х годов и были размером с хороший чемодан.,1.6428571428571428,10.0,0.0,2.0,0.0,0.3333333333333333,0.0666666666666666,0.2,0.0,15,79002.09999999999,5.357142857142857
Первым массированным налётом на объекты в глубине Германии стал двойной рейд на Швайнфурт и Регенсбург 17 августа 1943 года.,1.5263157894736843,10.0,0.0,2.0,0.0,0.3,0.05,0.25,0.0,20,98951.2,5.578947368421052
Переход на роботизацию в промышленности и различных сферах услуг выглядит тем более привлекательным на фоне растущей стоимости квалифицированной рабочей силы в экономически развитых странах.,1.8333333333333333,14.0,1.0,3.0,0.0,0.36,0.12,0.16,0.04,25,130495.5,6.958333333333333
"Переход располагается в толще бикристалла, способного противостоять и высоким давлениям, и ударам.",1.9285714285714288,12.0,1.0,3.0,0.0,0.3333333333333333,0.1333333333333333,0.1333333333333333,0.0,15,102994.8,7.25
Печатать стихи на машинке - это вам не писать их от руки в тетрадку.,2.571428571428572,13.0,0.0,8.0,0.0,0.3333333333333333,0.1333333333333333,0.0,0.1333333333333333,15,76327.1,3.9285714285714284
"Письмо было напечатано в израильском журнале ""22"", и суть его заключалась в том, что Синявский тоже был тайным осведомителем органов.",2.6666666666666665,21.0,1.0,5.0,1.0,0.2,0.08,0.08,0.08,25,105991.0,5.7
"Питер был европейский город; когда в блокаду все его привилегии рухнули, стало ясно, что куда лучше было бы переносить блокаду в старые времена, а еще лучше - в пещерные.",2.727272727272727,29.0,2.0,6.0,2.0,0.1470588235294117,0.1176470588235294,0.1176470588235294,0.0,34,109373.4,4.896551724137931
"Пишу и мечтаю: вот закончу, куплю билет и - в Минск.",2.0,12.0,1.0,1.0,0.0,0.1428571428571428,0.2857142857142857,0.0,0.0,14,104847.8,3.8181818181818183
"Плотный рослый мужчина с низким лбом и густыми волосами, одетый в форменную одежду.",2.0,11.0,1.0,1.0,0.0,0.2666666666666666,0.0666666666666666,0.3333333333333333,0.0,15,78772.3,5.461538461538462
"Плохой, хотя и не самый ужасный конец: Россия прошла период ""жирных"" лет, основные сливки сняты, поэтому придется встать на твердую почву и несколько поменять образ жизни и политику.",2.647058823529412,33.0,0.0,7.0,1.0,0.2285714285714285,0.1428571428571428,0.1714285714285714,0.0,35,145933.8,5.535714285714286
"По всем экономическим показаниям и по тем суммам, которые заложены в бюджете на ЖКХ, теперь нужно повышать коммунальные тарифы в два раза.",1.7916666666666667,13.0,0.0,5.0,0.0,0.2,0.08,0.12,0.04,25,122779.5,5.318181818181818
"По главной дороге возницы продвигаться не решились, а свернули в сторону и стали пробираться лесными проселками, тревожно прислушиваясь и озираясь по сторонам.",1.6666666666666667,17.0,1.0,4.0,0.0,0.2,0.28,0.08,0.0,25,126827.9,6.2727272727272725
"По дорогам тянулись обозы, грузно сворачивая с дороги к переездам, и с бешено несущегося поезда казалось, что возы стоят не двигаясь, а лошади подымают и опускают ноги на одном месте.",2.647058823529412,31.0,2.0,7.0,1.0,0.2571428571428571,0.2285714285714285,0.0285714285714285,0.0,35,137332.6,5.133333333333334
"По его мнению, ситуация в регионе в последнее время значительно улучшилась, что Ваджпаи связывает с некоторыми позитивными сдвигами в кашмирской политике Пакистана.",2.0416666666666665,12.0,1.0,5.0,1.0,0.24,0.08,0.12,0.0,25,114210.6,6.5
"По его словам, Всемирный экономический форум ""внимательно следит за тем, что делает правительство России, каких успехов оно добивается в своей деятельности и в реформах"".",1.6896551724137931,19.0,1.0,6.0,1.0,0.2,0.1,0.0666666666666666,0.0333333333333333,30,109843.3,6.125
"По его словам, в течение полугода, отведенного на решение этих вопросов, телекомпания намерена отстаивать свои интересы в Конституционном суде России и Европейском суде по правам человека.",1.827586206896552,13.0,1.0,5.0,0.0,0.3666666666666666,0.0666666666666666,0.1,0.0,30,123436.1,6.269230769230769
"По мере того как Горлум вместе с хоббитами Фродо и Сэмом продвигается по темной стране Мордор, он становится все более измученным и грязным.",2.958333333333333,15.0,1.0,6.0,1.0,0.12,0.08,0.12,0.04,25,104203.9,5.130434782608695
"По мнению государственного обвинителя, Струганов может быть доставлен в Москву в течение недели.",1.5,7.0,0.0,3.0,0.0,0.2666666666666666,0.1333333333333333,0.0666666666666666,0.0,15,75309.3,6.461538461538462
"По мнению ряда российских и зарубежных экстрасенсов Цилиндры Фараона создают вокруг тела человека плотный энергетический кокон, непроницаемый для ""информационных"" и ""энергетических"" вампиров, защищающий от сглаза и дурного влияния.",2.0294117647058822,24.0,2.0,5.0,0.0,0.2571428571428571,0.0857142857142857,0.2,0.0,35,114535.4,7.285714285714286
"По нескольку раз в день, даже в самых нищих поселениях, люди выметают дочиста свои дворы и улицы.",2.3157894736842106,10.0,0.0,4.0,0.0,0.35,0.05,0.1,0.0,20,102121.2,4.764705882352941
"По сведениям рабочих, в здании находятся баллоны с ацетиленом и кислородом, которые могут в любой момент взорваться.",1.5789473684210529,12.0,0.0,4.0,0.0,0.35,0.15,0.0,0.0,20,110591.8,5.882352941176471
"По словам местных властей, японцы обратились к врачу отеля с жалобами на рвоту и диарею, после чего и были отправлены в больницу.",2.208333333333333,17.0,0.0,5.0,0.0,0.36,0.08,0.04,0.04,25,136679.40000000002,4.909090909090909
"По текущему курсу это примерно столько же, сколько в Польше (член ЕС), и выше, чем в большинстве российских регионов.",2.083333333333333,18.0,0.0,5.0,1.0,0.16,0.0,0.12,0.0,25,108845.4,5.2105263157894735
По улицам летали пух и перья от выпотрошенных подушек и перин из квартир евреев.,1.4285714285714286,11.0,0.0,3.0,0.0,0.4666666666666667,0.0666666666666666,0.0666666666666666,0.0,15,79600.6,4.785714285714286
По части организации и управления они явно не сильны.,1.1111111111111112,6.0,0.0,2.0,0.0,0.3,0.0,0.1,0.0,10,58778.3,5.0
"Поведение Ковалева по-иному ставило вопрос о том, что значит постоять за честь родины: послать на смерть молодых парней в далекие края и восторженно рассказывать, как они умирают с улыбкой на устах?",2.0277777777777777,30.0,2.0,8.0,1.0,0.2432432432432432,0.1621621621621621,0.054054054054054,0.027027027027027,35,127730.0,5.419354838709677
Поворот к новой городской политике и к новой городской модели был неизбежен и начался уже на излете яковлевской эпохи.,2.0,10.0,0.0,2.0,0.0,0.25,0.05,0.3,0.0,20,100672.9,5.2631578947368425
Повреждений железнодорожному пути и контактной сети пожар не нанес.,1.3333333333333333,7.0,0.0,2.0,0.0,0.4,0.1,0.2,0.0,10,53873.600000000006,6.555555555555555
"Повысить эффективность функционирования единой системы образования, начиная с детских садов и без ограничения верхнего предела, обеспечивающего оптимальное решение текущих и перспективных научных, политических, экономических, военных и социальных задач государства.",2.8529411764705883,33.0,2.0,3.0,0.0,0.2857142857142857,0.0857142857142857,0.3142857142857143,0.0,35,120251.3,8.172413793103448
Подобная конспирология описывает в том числе наиболее громкие и трагичные инциденты в США . такие как нападение на младшеклассников в Коннектикуте в декабре 2012 года и массовое убийство в школе штата Флорида зимой 2018-го.,2.636363636363636,19.0,0.0,6.0,1.0,0.3142857142857143,0.0285714285714285,0.1714285714285714,0.0,35,244887.90000000005,5.588235294117647
"Подобные механизмы действуют во многих странах, но в России он, к сожалению, так и не создан.",4.052631578947368,16.0,0.0,4.0,0.0,0.15,0.1,0.05,0.05,20,103559.2,4.875
Поездки в Сестриер на соревнования по горным лыжам или в Сан-Сикарио на биатлон воспринимались как путешествие в другую страну.,2.1904761904761907,14.0,0.0,3.0,1.0,0.2727272727272727,0.0454545454545454,0.0909090909090909,0.0,20,134042.9,5.7368421052631575
"Пожалуй, самое благородное место в казино - концертный зал, где частенько проходят концерты местного оркестра средней руки, а раньше выступали и Лист, и Брамс, и Мендельсон, и Штраус.",2.3529411764705883,29.0,0.0,2.0,0.0,0.1428571428571428,0.0571428571428571,0.2,0.0,35,176889.9,5.571428571428571
"Пожалуй, самый громкий на этих Играх, хотя в словах Юстины не могло быть в принципе ничего сенсационного.",2.263157894736842,15.0,1.0,2.0,1.0,0.1,0.05,0.15,0.05,20,109963.9,5.235294117647059
"Позднее ленд-лиз распространяется на Китай, Грецию и Югославию.",1.5454545454545454,6.0,0.0,4.0,0.0,0.25,0.0833333333333333,0.0,0.0,10,51734.2,7.0
Позднее он был доставлен в больницу для медицинского освидетельствования и был признан психически неуравновешенным.,2.0,10.0,0.0,3.0,0.0,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.0666666666666666,15,82200.20000000001,7.285714285714286
"Полноценный и честно избранный парламент стране нужен, и он обязательно должен быть легитимным.",1.7857142857142858,7.0,0.0,3.0,0.0,0.1333333333333333,0.0666666666666666,0.2666666666666666,0.0,15,96728.1,6.384615384615385
"Помню, едем мы на съемки, Калик протягивает мне сценарий в синем переплете и показывает: ""Вот здесь в верхнем правом углу на моем деле было написано: ""ХВ"""".",2.8823529411764706,31.0,0.0,8.0,0.0,0.1714285714285714,0.1428571428571428,0.0857142857142857,0.0285714285714285,35,135858.2,5.038461538461538
"Помню, как прямо в спортивном костюме я поехал домой, и на улице почему-то все на меня оглядывались.",4.285714285714286,20.0,1.0,5.0,1.0,0.0909090909090909,0.1363636363636363,0.0454545454545454,0.0454545454545454,20,115146.4,4.9411764705882355
"Помню, однажды он поехал в Москву за двухъярусной кроватью для меня и сестры.",1.9285714285714288,13.0,1.0,3.0,0.0,0.1333333333333333,0.1333333333333333,0.0666666666666666,0.0666666666666666,15,86270.70000000001,5.0
"Понюхав нашатыря, он пришел в себя, и тут уж Эмма Ашотовна взяла своего зятя под руку и повела через Садовую, по Спиридоновке, через Никитскую к дому, в Мерзляковский переулок.",2.8823529411764706,29.0,1.0,7.0,0.0,0.1428571428571428,0.1142857142857142,0.0857142857142857,0.0285714285714285,35,162131.8,5.103448275862069
"Понятно, что на эти коммерчески созданные, попросту купленные объединения невозможно опереться в реальной работе, так же как нельзя и предъявить их никому за границей в качестве ""неоспоримого свидетельства демократии"".",2.617647058823529,33.0,2.0,8.0,2.0,0.1714285714285714,0.1142857142857142,0.1142857142857142,0.0571428571428571,35,126855.3,6.551724137931035
"Поплыла вместо этого всего какая-то багровая гуща, в ней закачались водоросли и двинулись куда-то, а вместе с ними двинулся и сам Пилат.",3.857142857142857,27.0,0.0,6.0,0.0,0.0689655172413793,0.1379310344827586,0.0689655172413793,0.1379310344827586,25,117095.2,5.2272727272727275
"Популярный политик окажется в окружении карьеристов-неудачников, политических бомжей и мелких оппортунистов, которые сбегутся на его зов, надеясь если не пройти в Думу, то хоть поживиться от предвыборной кампании.",2.647058823529412,31.0,2.0,6.0,2.0,0.2571428571428571,0.1428571428571428,0.1142857142857142,0.0285714285714285,33,145315.5,6.642857142857143
"После ввода на территорию Прибалтики дополнительных частей Красной Армии, в середине июля 1940 года в Эстонии, Латвии и Литве в условиях значительного советского военного присутствия проводятся безальтернативные выборы в верховные органы власти.",2.588235294117647,25.0,0.0,5.0,0.0,0.3142857142857143,0.0285714285714285,0.2285714285714285,0.0,35,177283.60000000003,6.6875
"После его окончания он получил золотую медаль за диссертацию на степень доктора медицины ""Изучение химического состава и лечебного действия минеральных вод России"" (написана и издана на латыни в 1825 году).",2.2058823529411766,29.0,0.0,6.0,0.0,0.3428571428571428,0.0857142857142857,0.1428571428571428,0.0,35,153172.7,5.9
После переезда из родного Омска в Москву поселилась на подмосковной базе в трехместном номере.,1.7142857142857142,6.0,0.0,2.0,0.0,0.2,0.0666666666666666,0.2,0.0,15,82929.8,5.785714285714286
"Последние исследования российских и зарубежных ученых показали, что поставить ультразвуковой датчик на черепную кость и получить контрастное изображение мозга через кости черепа мешает не только затухание ультразвуковых колебаний.",3.827586206896552,22.0,1.0,6.0,1.0,0.3333333333333333,0.1333333333333333,0.2333333333333333,0.0,30,113455.9,7.25
Поставил стакан перед собой и продолжал рассказывать и расспрашивать.,1.6666666666666667,8.0,0.0,2.0,0.0,0.1,0.4,0.0,0.1,10,71924.6,6.777777777777778
"Постепенно модернизируясь и совершенствуясь особенно в последнее время, эта идеология господствует и сейчас.",1.7857142857142858,9.0,1.0,2.0,0.0,0.1333333333333333,0.2,0.0666666666666666,0.0,15,106227.0,7.384615384615385
"Постепенно начнут рушиться барьеры - между работой и домом, работой и уходом на пенсию, работой и досугом.",2.8421052631578947,17.0,0.0,3.0,0.0,0.45,0.1,0.0,0.0,20,123888.30000000002,5.294117647058823
"Постепенно уходят в прошлое времена, когда преподаватели в школах и высших учебных заведениях пользовались лишь доской и мелом.",3.263157894736842,17.0,1.0,3.0,1.0,0.3,0.1,0.15,0.0,20,136911.40000000002,6.111111111111111
