text,confidence,category
"Кто-то верил , что он вовсе и не кровожаден , сам недоволен тем , что творится , да не в силах остановить распоясавшихся подручных .",100.00%,6
Технология жидких мембран будет эффективна и в горнодобывающей промышленности .,100.00%,2
"Гражданский кодекс РФ по объему прав и обязанностей делит граждан на три возрастные категории по степени правовой дееспособности : от 6 до 14 лет , от 14 до 18 лет и старше 18 лет .",100.00%,3
"Однако думаю , что она может быть и выше .",100.00%,3
"Выпускники не очень высоко оценили и полезность установленных в школе связей - 5,69 баллов .",100.00%,5
"После ввода на территорию Прибалтики дополнительных частей Красной Армии , в середине июля 1940 года в Эстонии , Латвии и Литве в условиях значительного советского военного присутствия проводятся безальтернативные выборы в верховные органы власти .",100.00%,7
"Да , это не 3D , не компьютерная графика и даже не классический мультфильм .",100.00%,1
"Старинные виллы с кариатидами и овальными окнами , с коваными балконами и террасами , в основном в три этажа .",100.00%,6
"Конечно , среди покидающих город было много евреев , хотя немало их и осталось , но в основном все же бежали коммунисты и интеллигенция .",100.00%,5
"Именно с этим связано беспокойство представителей журналистского университетского образовательного цеха , которые активно выступают со своими оценками и предложениями в профессиональной и общественно-политической печати .",100.00%,5
"Однако на этапе практической реализации нанотехнологий пора забыть об этих мифах и перестать повторять их из статьи в статью , из книги в книгу .",100.00%,5
"Чай был к тому времени широко известен в Персии , поэтому не представлял интереса для автора , сходным образом он не упоминается в арабских и персидских описаниях того времени .",100.00%,7
"Котлеты были большие , честные , начиненные чесноком и травами и исполнены с таким искусством , как будто им предстояла долгая и счастливая жизнь .",100.00%,4
Число ресурсов в Сети стало расти в геометрической прогрессии .,100.00%,2
"Другие историки не связывают сборы с политической обстановкой и объясняют их переподготовкой состава "" в духе современных требований "" .",100.00%,7
Дзержинский попросил дедушку выйти в приемную и подождать там .,100.00%,2
"Культура языковых взаимоотношений в наших национальных республиках , развитие языков коренных национальностей и национальных меньшинств , обучение языкам народов СССР и русскому языку как средству межнационального общения - круг этих вопросов глубоко волнует читателей .",100.00%,7
"Они выступают против архаичной религии , смешивания церкви и государства , против клерикализации и "" возврата в средневековье "" .",100.00%,6
"Небольшая , но представительная книжная ярмарка в городской библиотеке , в ней же встречи с писателями , "" Музейная ночь "" в местном музее .",100.00%,5
"По нескольку раз в день , даже в самых нищих поселениях , люди выметают дочиста свои дворы и улицы .",100.00%,3
"Характеристики солитонов при этом постоянно менялись , и к концу сеанса "" чтения "" они впитывали в себя программы синтеза белков и построения живого организма в пространстве и времени .",100.00%,5
"Телефонами мы пользуемся помногу , в течение долгих месяцев , а то и лет .",100.00%,3
"Конкурентная оплата для преподавателя вуза в Москве сейчас 2 - 3 тысячи долларов в месяц , в Петербурге - 1,5 - 2,5 тысяч долларов , в регионах России - не меньше 1,5 тысяч долларов .",100.00%,6
"Главное , чтобы пункт назначения всегда был в голове и чтобы всегда было понимание того , что ты делаешь и зачем ты это делаешь .",100.00%,5
"Не факт ведь , что сознание и отдельного человека , и общества в целом выстоит против данного инфернального отклонения .",93.43%,7
"На суде он свою вину отрицал , факты у обвинения не сходились , о заказчиках и посредниках и речи в зале заседаний не было .",100.00%,5
Чтобы Украину не взяли в НАТО и в Евросоюз ?,100.00%,1
"Все это было свежо и ярко , много ярче , чем в обычной жизни .",100.00%,3
Японский центр в Нижнем Новгороде открылся в прошлом месяце .,100.00%,1
Я довольно активно участвую в борьбе за военную реформу и переход к контрактной армии .,100.00%,2
Бухгалтеры звонят в редакцию и просят выяснить позицию фискалов .,100.00%,2
"Он молодец , он этот ресурс накопил и использует .",100.00%,2
Причем в этом случае торговцы заложат в стоимость и свои убытки за прошлый период .,100.00%,2
Это была вторая поездка дяди и племянника в Дуплянку .,100.00%,1
"Тему астматиков громко обсуждали , в основном в кулуарах , еще на стыке веков .",100.00%,4
"Решение участвовать в выборах в Мосгордуму , а потом отказ от участия в них .",100.00%,2
"Впрочем , сегодня уже как в МИДе , так и в самом Кремле стараются не употреблять этот эзопов язык .",100.00%,4
"Он бы устранил , конечно , постепенно всех - и Маленкова , и Хрущёва .",100.00%,3
Он видел и не такие лица - по выражению .,100.00%,1
И сейчас архиважно - не дать себя вовлечь в демагогическую суету и пустопорожние словопрения .,100.00%,7
"Все эти обстоятельства , как и многие другие , наложили отпечаток на начавшиеся в 1991 году реформы , призванные вторично возродить в России капитализм .",100.00%,5
"В результате в "" Возвращении короля "" кадров с компьютерными эффектами оказалось 1490 - больше , чем в первом и втором фильмах вместе взятых .",100.00%,5
"Упор в стратегии итальянских коммунистов делался на демократическое общество западных стран через активную работу в массах и общественных организациях и расширение парламентской группы в законодательном органе власти , т. е. проводилась широкая политика союзов .",100.00%,7
"К середине 1942 года англичане , несмотря на ряд неудач , полностью нарушают морское сообщение между Италией и итальянскими войсками в Ливии и Египте .",100.00%,4
Ничего нового не открыл и именем своим не назвал .,100.00%,1
"Предчувствие им подсказывало , что и это не предел .",100.00%,1
"Однако командование немецких ВМС и сухопутных сил , ссылаясь на мощь британского флота и отсутствие у вермахта опыта десантных операций , требует от ВВС вначале обеспечить господство в воздухе .",100.00%,6
"По дорогам тянулись обозы , грузно сворачивая с дороги к переездам , и с бешено несущегося поезда казалось , что возы стоят не двигаясь , а лошади подымают и опускают ноги на одном месте .",100.00%,7
Больше мы золота в лыжных дисциплинах не взяли и боролись лишь за полудрагоценные металлы .,100.00%,3
"Если суд действительно независим , судебная система и сама прекрасно справляется с защитой прав и интересов , в том числе бизнеса , и необходимости в фигуре "" уполномоченного по защите прав предпринимателей "" нет .",100.00%,7
Совершенно очищенные листы погружают на час времени в расплавленное сало ; потом на 11/2 часа _ в расплавленное ( не совершенно чистое ) олово .,100.00%,7
"Экономист Мовчан всерьез считает , что спасти еврозону в нынешнем виде не получится , и лет через пять там останутся сильные экономики - такие как Германия и страны Бенилюкса .",100.00%,5
"Тактика - это соглашение о перемирии , несомненный позитив которого в приостановке маховика убийства и уничтожения элементарных условий выживания людей в зоне боевых действий .",100.00%,6
"Уже сейчас поступает обильная информация о природных ресурсах и окружающей среде с бортовых многоспектральных устройств и фотокамер , устанавливаемых на пилотируемых и автоматических аппаратах .",100.00%,6
"Если победят те силы , которые говорят , что мы в кольце врагов , что Запад постоянно строит нам козни , и даже ближайшие соседи превращаются в недругов , то выбран будет сценарий мобилизации .",100.00%,7
"Разрыв этот в последнее время не только не сократился , но и продолжает углубляться .",100.00%,3
Сейчас единства в этом вопросе в России не существует .,100.00%,1
"Не вдаваясь в детали критики советником политики ЦБ ( это отдельная тема ) , приведу мнение специалиста по макроэкономике Константина Сонина : "" Познания Глазьева в области экономической науки и реальной экономики очень малы .",100.00%,7
"Особого впечатления он на меня не произвел , но я захотела и другого кино .",100.00%,3
"Об этом и думал , засыпая , маленький Павлов , и сны были у него деловые , практические и потому не доставляли настоящего отдыха .",100.00%,6
"Они вернулись к антагонизму советского периода , когда стали сворачиваться достижения перестройки внутри страны и были открыто заявлены претензии на сферы влияния на территории распавшейся империи и на возрождение роли сверхдержавы в мировых делах .",100.00%,6
"Увидишь ты не одну когорту в Ершалаиме , нет !",100.00%,5
Больные и раненые из-за отсутствия коек лежали на полу .,100.00%,2
"Хотя в паспорте и записано , что выработка энергии начинается при ветре 3 метра в секунду , реально это происходит только с 5 м/с .",100.00%,5
"Президент Молдавии Владимир Воронин , комментируя вопрос о предоставлении Приднестровью самой широкой автономии в составе Молдавии , заявил , что проект такого статуса уже разработан и будет обнародован , когда в этом будет необходимость .",100.00%,7
"Заведения эти в Великобритании связаны с ней самым непосредственным образом , в каждой из них непременно висят фотографии королевы и ее посещений этого учреждения .",100.00%,4
"Управляя потоком нейтронов , можно балансировать между взрывом и остановкой реактора - с этой целью в реактор добавляют замедлитель , отражатель и контрольные стержни .",100.00%,7
"Держа в руках нож , острие которого было направлено в нежную тушу Крэка , он застыл метрах в семи .",100.00%,5
"И , кроме всего прочего , тут подогреваются финансовые аппетиты всех , кого только можно , - и военного руководства НАТО и России , и оборонно - промышленного комплекса .",100.00%,6
Религия требует веры в чудеса и другие сверхъестественные явления .,100.00%,3
"Тут он не выдержал , развернулся и побежал вверх .",100.00%,2
"Мир прямо сейчас делится на тех , кто успевает войти в поток ускоренных изменений , и на вечных лузеров .",100.00%,1
"Другие известные в настоящее время места произрастания осмунды , расположенные ближе всего к Припятскому Полесью , находятся в Польше - в 200 - 500 км на юго-запад от него .",100.00%,5
"Меня пугает , что мы входим в системный конфликт между гражданским обществом и режимом .",100.00%,4
"Даже если бы они попали в Институт хирургии им. А. В. Вишневского , МНИИ скорой помощи и в другие мощные лечебные центры , и то эти учреждения задохнулись бы .",100.00%,5
По части организации и управления они явно не сильны .,100.00%,2
"Нужно , чтобы в сериалах появлялись паллиативные пациенты , инвалиды , и если герой фильма попал в больницу , там врач спрашивал бы его "" насколько у вас болит по шкале боли ? "" .",100.00%,6
"В числе аспирантов были и сыновья Солженицына - Ермолай и Степан , да и сам Исаевич приезжал порой посмотреть на это чудо в штате Вермонт и даже там выступал .",100.00%,6
"Самые мистические детали - ротор и автомат перекоса , как раз и обеспечивающие вертолету способность двигаться в любом направлении .",100.00%,5
"Поэтому инаугурация в России - это холодная качественная телетрансляция , огромные машины с мигалками , одиноко идущий человек и величие Кремля , не имеющее к этому человеку никакого отношения .",100.00%,6
"Здесь есть и свои Шиловы , и Церетели , и даже свои Ван Гоги .",100.00%,3
Вика накрутила на палец кончик косы и уставилась в тетрадь - все шло неправильно .,100.00%,3
"Там была и какая-то личная драма , о чем можно догадываться , но в конце 1991 года Семен попросил Антония постричь его в монахи .",100.00%,5
"Хотя , скажем , в Индии любая девочка и в пяти - _ и в двенадцатилетнем возрасте на вопрос о своем будущем дает , как правило , единственный ответ - "" буду женой "" .",100.00%,5
"Вопросами психологии и поведения людей и животных занимались ещё Аристотель , Хризипп , Сократ и Платон , однако серьёзное научное изучение поведения стало возможно лишь с созданием эволюционного учения .",100.00%,5
"Между тем , если СМИ иногда и производят впечатление столь могущественного средства , то это скорее потому , что они хорошо улавливают те течения , которые имеются в общественном мнении , и подыгрывают им .",100.00%,7
"То и дело перед его мысленным взором вставали шланги , пружины и распылители воды .",100.00%,3
"Допустимо , наконец , что он использовал выражение неоднократно , а все отправленные им в Лондон ученики сочли своим долгом приехать затем в Женеву и подробно об этом рассказать .",100.00%,6
"В Европе наркотики и шприцы выдаются только наркоманам , и весь процесс жестко контролируется .",100.00%,3
"Законодательство запрещает выборы и иные голосования в условиях чрезвычайного положения , ибо в этих условиях невозможно обеспечить свободу волеизъявления .",100.00%,6
"Достаточно , мол , добросовестно следовать ее букве и духу , чтобы обеспечить свободную политическую конкуренцию и сменяемость власти в соответствии с народным волеизъявлением .",100.00%,6
Однако именно он в 1940 году отправился из Нью-Йорка в Марсель спасать европейскую интеллигенцию .,100.00%,3
"Шайки возникали и исчезали , потому что МГБ и МВД в те годы не церемонились и доказательства вины в конце 40-х и в начале 50-х им были не нужны .",100.00%,7
"У Путина против Навального была ложная и ущербная аргументация , что тот уголовник и за ним никто не стоит .",100.00%,4
"Как и в Москве за год до этого , женщины и дети постарше отправлялись копать окопы и противотанковые рвы .",100.00%,3
"Возвращаемся в блок обитаемых отсеков , пересекаем салон и вновь попадаем в коридор , куда входили из бокового люка .",100.00%,5
Эта история так и осталась не более чем слухом .,100.00%,1
"Преодолев проблемы неэффективности брендинга и негибкости сетевых структур путем создания трендов и трансструктур , вовлекающих креативных потребителей , ГПК создал и гламурные финансы , решившие проблему неликвидности виртуальных денег .",100.00%,7
"Вместо него все тем же публичным уроком воскрешен в каждом журналисте личный внутренний цензор , а этот парень и умней , и тактичней Главлита .",100.00%,5
Каждый человек рождается и умирает в своем энергетическом поле .,100.00%,1
"Граф угодил в лагерь за участие в одном из заговоров против Гитлера , коммунист уже сидел там с конца тридцатых , и они подружились .",100.00%,3
Дополнительно в сравнении с первоначальным прогнозом не нефтяные поступления в бюджет в 2010 году составят примерно 700 миллиардов рублей .,100.00%,3
"Конечно , к императорам это не относилось , они получали шапку по праву рождения и брали ее в свой час легко ( в идеале .",100.00%,4
"Во взводе были и молодые солдаты , и опытные .",100.00%,2
Однако при жизни Гесса химия так и не стала обязательным учебным предметом в гимназиях .,100.00%,3
"В нашей стране многие уверены в том , что Соединенные Штаты и Запад в целом - вековечные ненавистники России .",100.00%,3
"Человек был не старый , не болел ни болезнями легких , ни диабетом , ни , тьфу-тьфу , постучим , онкологией , и беспокоился не за себя , а только за свою восьмидесятилетнюю мать .",100.00%,7
"Якобы это он написал Алексею Каплеру в "" Кинопанораму "" письмо с замечанием , мол , не сиди в кресле - осанки не видно .",100.00%,4
"Они напомнили , что в положении о распределении машин в текущем году говорится о живой очереди без подставных лиц и "" мертвых душ "" .",100.00%,6
Сегодня в России роль и значение СМИ часто преувеличивают .,100.00%,1
"Ничего особенного : ходили же в расшитых камзолах и платьях до полу с корсетами и декольте , а теперь носят брюки , шорты , майки , свитера и пиджаки .",100.00%,7
"И одна из важнейших задач для нашей страны - поддерживать обороноспособность на необходимом уровне , но _ не в ущерб социальной сфере , инвестициям в экономическое развитие , в науку , культуру , образование …",100.00%,5
"Здесь есть стандартные методы исследования , то есть это фактически та же самая методика накачки и зондирования , о которой я говорил , только она уже в 80-е годы эволюционировала вплоть до единиц фемтосекунд .",100.00%,7
"Да и вертикаль власти скрутилась в диковинную геометрическую фигуру , в закоулках которой концов днем с огнем не сыскать .",100.00%,6
"Маленький принц никак не мог понять , для чего на крохотной , затерявшейся в небе планетке , где нет ни домов , ни жителей , нужны фонарь и фонарщик .",100.00%,2
"В 4 часа 45 минут прибывший в Данциг с дружеским визитом и с воодушевлением встреченный местным населением немецкий учебный корабль - устаревший броненосец "" Шлезвиг-Гольштейн "" - открыл огонь по польским укреплениям на Вестерплатте .",100.00%,7
"Когда я вернулся в расположение своего госпиталя , то обнаружил , что мое место занято другим добровольцем , которого я раньше и не знал .",100.00%,4
Немецкие ВВС и ВМС совершают систематические нападения на английские корабли и конвои в Ла-Манше .,100.00%,2
У нас не наберется и 1 тыс . человек .,100.00%,1
"На том , что Путин , Дума , а теперь и Медведев избраны в соответствии с легитимной процедурой и победили в ходе честной конкуренции ?",100.00%,6
"Ужасно не хотели им звонить - их и так было много , и квартира вызывала подозрения у соседей : что у них там происходит ?",100.00%,5
"Стук в дверь - там-там-та-та-та , и на пороге - она ! - без маски , перчаток и шапочки .",99.99%,3
"И в этих условиях важнейшей сферой , где "" имидж "" России может оставаться позитивным , является социокультурное взаимодействие , основанное на расширении и укреплении культурных и научных связей .",100.00%,5
"В настоящий момент живу в общежитии ЛШЭ в десяти минутах ходьбы от кампуса , что не может не радовать .",100.00%,3
"Повысить эффективность функционирования единой системы образования , начиная с детских садов и без ограничения верхнего предела , обеспечивающего оптимальное решение текущих и перспективных научных , политических , экономических , военных и социальных задач государства .",100.00%,7
"Они умеют работать и с одаренными детьми , и с детьми с особенностями развития .",100.00%,4
"Все это сошлось , и "" пищевка "" стала первым локомотивом петербургской экономики в новейшую эпоху , первым в городе примером удачной крупномасштабной модернизации .",100.00%,5
"По словам местных властей , японцы обратились к врачу отеля с жалобами на рвоту и диарею , после чего и были отправлены в больницу .",100.00%,4
Большую роль в подготовке и проведении форума сыграли многочисленные международные и национальные научные организации .,100.00%,3
"Счастье это было в друзьях и учителях , в тех газетах и журналах , где я работал и работаю .",100.00%,6
Наше место как раз в группе МИФИ и МИСиС .,100.00%,1
"Один толстячок Леонтий вел себя не в меру истерично : он подскакивал и все время кричал , что он теперь еще больше жить хочет …",100.00%,6
"Используя "" бутерброды "" из различных оксидов , в отдельности являющихся диэлектриками , ученые смогли получить структуры , которые вели себя как металлы и даже сверхпроводники , - в зависимости от текущей комбинации слоев .",100.00%,6
"Уже примерно на протяжении 50 лет вложения в человека в развитых странах превышают вложения в оборудование , в недвижимость .",100.00%,3
"Тогда и разводов было гораздо меньше , и женщин на производстве - тоже меньше .",100.00%,4
"Один освобождал страну , другой давил танками Будапешт и Новочеркасск и строил Берлинскую стену .",100.00%,4
"Энергичным итальянским движением женщина ткнула в плакат пальцем , и я увидел на нем мелкое примечание , упоминавшее в непонятном мне контексте 800 лир .",100.00%,6
"Поэтому и Верховный Совет в целом , и Съезд народных депутатов СССР должны иметь эффективные механизмы экспертизы , чтобы избежать появления нового ведомственного диктата .",100.00%,6
"В 2002 - 2003 годах Юрий Щекочихин получал анонимные звонки с угрозами - как в свой адрес , так и в адрес своего сына .",100.00%,3
"Крупный бизнес сейчас опутан полностью и административными , и политическими , и прочими барьерами .",100.00%,4
"Краны на кухне , в ванной уже даже не сипели , превратились в воспоминание .",100.00%,4
"Грузия готова сотрудничать в военной сфере с Россией и любой другой страной так же , как и с США .",100.00%,3
"Сегодня ведь очевидно , что комсомол оказался не готов к тому , чтобы ориентироваться и действовать ни в сложных условиях обострения межнациональных отношений , ни в острых социальных ситуациях .",100.00%,6
"Впрочем , в Минобороны России информацию об отправке в Афганистан российских десантников не подтвердили .",100.00%,2
"Основой этого проекта являются договоры о сотрудничестве университета , подписанные с указанными газетами , и положение по осуществлению непрерывной практики по специальности "" журналистика "" , разработанное университетом и согласованное с редакциями периодических изданий .",100.00%,7
Виноват не дефицит природных ресурсов и не экологические катастрофы .,100.00%,3
"Более продуктивной ( и общепринятой ) точкой зрения является взгляд на эту книгу , как на источник записей купца о местах для покупки товаров , маршрутах их продвижения и обстоятельствах жизни в этих странах .",100.00%,6
Практически это единственная живая школа в мире : она насчитывает больше тысячи лет и не прерывалась все это время ( за исключением периода с 1945 по 1949 годы ) .,100.00%,4
Он поднял голову и окинул с возвышения осенние пустыри и главы монастыря отсутствующим взором .,100.00%,3
"Я , например , в Америке не слышал публичных и длящихся дискуссий между министром и премьер-министром о ставке налога .",100.00%,5
Есть и еще один момент в пользу таких сооружений .,100.00%,1
"Наконец , уже упоминались в предыдущих текстах и другие внешние факторы , вроде цен на углеводороды и т. п .",100.00%,5
"И насколько все легко и просто кидаются в разговоры о родах , в воспоминания об этом , настолько же все отодвигаются от темы умирания .",100.00%,5
"Те три спектакля , о которых я веду речь , объединяет тема - не просто о жизни на чужбине , а касающаяся в более широком смысле свободы и неволи .",100.00%,5
"Много работало комиссий - и внешних , и университетских .",100.00%,2
Почему сельскохозяйственная земля выросла в цене в 20 раз ?,100.00%,1
"Ты не можешь даже и думать о чем-нибудь и мечтаешь только о том , чтобы пришла твоя собака , единственное , по-видимому , существо , к которому ты привязан .",100.00%,6
Они раскрывались поутру в траве и под вечер увядали .,100.00%,2
"Состязания в абстрактных играх , прежде всего в шахматах и шашках , возможно проводить "" не видя партнера "" , когда соперники находятся на значительном расстоянии друг от друга .",100.00%,6
Причем уровень насилия в стране нарастал в геометрической прогрессии .,100.00%,2
Дальнейшее проникновение в глубь земли отложили еще на год .,100.00%,1
"Однако многие говорили и о пробелах , которые есть в законопроекте о местном самоуправлении .",100.00%,4
Он закончил экономический факультет Политехнического института в Петербурге в 1906 году и одновременно экстерном _ юридический факультет Петербургского университета .,100.00%,4
Юноша не выдержал издевательств - и выпрыгнул из окна .,99.99%,3
"Вот что он написал об этом в своей книге "" Дорога в Австралию "" .",100.00%,1
"Бедные девочки из моей университетской группы ходили со стипендии в "" Норд "" ( популярное кондитерское кафе в Ленинграде ) и больше всего ценили что угодно со взбитыми сливками .",100.00%,6
"Первые мормонские поселенцы называли себя пионерами , а их потомки в 1901-м и в 1933-м годах соответственно объединились в две организации - Дочери пионеров Юты и Сыновья пионеров Юты .",100.00%,5
Они были подвижны и катились всегда в одну сторону .,100.00%,1
Остальные возможные претенденты и вовсе аполитичны и не причисляют себя ни к одной партии .,100.00%,3
"Создание такой среды , какая сложилась в начале XX века в Геттингене в Германии не искусственным образом , а самозарождением , обладающим неким полюсом притяжения , явилось одним из существенных факторов ускорения этого процесса .",100.00%,6
"Если государство будет отнимать и делить , то неизбежно придется возродить Госплан и Госснаб ?",100.00%,3
"Помню , однажды он поехал в Москву за двухъярусной кроватью для меня и сестры .",100.00%,2
"Оборонительные реакции возникают в ответ на внешние стимулы и могут быть активными , вплоть до нападения , или пассивными .",99.99%,5
"Она росла в Таджикистане , откуда Казахстан казался золотым краем , и дядя только после многих лет мытарств во время гражданской войны сумел вывезти семью в Германию к деду .",100.00%,6
Да и сам Дмитрий Анатольевич тихо сновал по кремлевским коридорам и ни о какой борьбе с коррупцией не помышлял .,100.00%,3
"Не только сотрудничать с образовательными учреждениями и ставить перед ними задачи по подготовке специалистов , но и взять на себя определенную долю участия в работе со студентами факультетов журналистики .",100.00%,7
Здесь не мелочатся и не предупреждают ни о чем : орднунг - это религия .,100.00%,4
"К сожалению , не исключена возможность возникновения фирм - однодневок , которые , собрав с родителей деньги и пуповинную кровь , в один момент могут скрыться в неизвестном направлении .",100.00%,6
Тут Дума и президент спохватились и вспомнили о светскости .,100.00%,2
"Ребята , которые посмелей , конечно , уехали на крышах и на подножках , а я не могла так …",100.00%,3
"Из одной очереди вышел , тут же надо вставать в другую , потом в третью , четвёртую и т. д.",100.00%,3
"Предали Наджибуллу , который практически контролировал ситуацию в Афганистане , прекратив ему поставки горючего и боеприпасов , в то время как американцы через Пакистан продолжали это делать в полном объеме , несмотря на договоренности .",100.00%,6
"И если так , то фаталист Гордон , облаченный в британские армейские брюки и в египетскую феску , - один из главных ее героев .",100.00%,5
Она уложила сено в ванночку и залила его кипятком .,100.00%,1
"Ценовой разрыв лишь отчасти можно объяснить разницей в качестве продуктов и услуг , главное объяснение в том , что запрашиваемая партизанами цена не включает виртуальную ( брендовую ) и гламурную ( трендовую ) составляющие .",100.00%,7
"Следовательно , и духовная власть упомянутого в летописи епископа Владимиро - Волынского Стефана распространялась не только на жителей Волыни , но и на всю галицкую землю вплоть до Карпат .",100.00%,5
