INPUT:text	INPUT:text1	INPUT:text2	OUTPUT:category	GOLDEN:category	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started
Так что встречались мы и расставались спокойно и радостно .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b73103b5dd74ad8f80ea	00023f0ffa--63e7ad0a03b5dd74ad8e59d0	00023f0ffa--63e7b73103b5dd74ad8f80ea	9328909fb14d2edb260042c416209154	APPROVED	2023-02-11T15:41:37.383
Дело здесь не в оборудовании , а в другом .			[2]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b7311befc713189a2cd0	00023f0ffa--63e7ad0803b5dd74ad8e5999	00023f0ffa--63e7b7311befc713189a2cd0	e99518a6ab21d9d3b716a319309eb686	APPROVED	2023-02-11T15:41:37.137
Лю Шаоци избивали , и он умер в заключении .			[2]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b7315aa2d3277b3198de	00023f0ffa--63e7ad0a03b5dd74ad8e59ec	00023f0ffa--63e7b7315aa2d3277b3198de	7aff24f1f71d2d30dd834217e3c09908	APPROVED	2023-02-11T15:41:37.220
Поступившие предложения изучаются и уже использованы в работе пленума .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b73180b195458caa1b0a	00023f0ffa--63e7ad1503b5dd74ad8e5bbc	00023f0ffa--63e7b73180b195458caa1b0a	2d186acca8e5009152f1352661b2e3ec	APPROVED	2023-02-11T15:41:37.981
Поступившие предложения изучаются и уже использованы в работе пленума .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b731f231c761224fbeb9	00023f0ffa--63e7ad1503b5dd74ad8e5bbc	00023f0ffa--63e7b731f231c761224fbeb9	321376b7efd96408e27be6f0eb31aa3f	APPROVED	2023-02-11T15:41:37.136
Вы привели в правительство Гайдара и его команду реформаторов ?			[5]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b7321befc713189a2cec	00023f0ffa--63e7ad1303b5dd74ad8e5b53	00023f0ffa--63e7b7321befc713189a2cec	de03cc3542ba3f30548168ef644c4de8	APPROVED	2023-02-11T15:41:38.647
Поступившие предложения изучаются и уже использованы в работе пленума .			[1]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b7326c63877b65b9bc35	00023f0ffa--63e7ad1503b5dd74ad8e5bbc	00023f0ffa--63e7b7326c63877b65b9bc35	37c4f5ff63dfb658ded1fad3b6b824b5	APPROVED	2023-02-11T15:41:38.859
Вы привели в правительство Гайдара и его команду реформаторов ?			[5]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b73303b5dd74ad8f8133	00023f0ffa--63e7ad1303b5dd74ad8e5b53	00023f0ffa--63e7b73303b5dd74ad8f8133	27dfdaf9ff002e86824d38b0dc33e312	APPROVED	2023-02-11T15:41:39.987
Так что встречались мы и расставались спокойно и радостно .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b7331d35f828b7ff925b	00023f0ffa--63e7ad0a03b5dd74ad8e59d0	00023f0ffa--63e7b7331d35f828b7ff925b	c4f49594e994cf5d41fb45769691f9de	APPROVED	2023-02-11T15:41:39.419
Так что встречались мы и расставались спокойно и радостно .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b7346c63877b65b9bc93	00023f0ffa--63e7ad0a03b5dd74ad8e59d0	00023f0ffa--63e7b7346c63877b65b9bc93	00d92c88cadbe4c8be8bf2782564c6ba	APPROVED	2023-02-11T15:41:40.572
Поступившие предложения изучаются и уже использованы в работе пленума .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b734bf19e327ec3bb4fe	00023f0ffa--63e7ad1503b5dd74ad8e5bbc	00023f0ffa--63e7b734bf19e327ec3bb4fe	adefcff1d04bfd9d2692dfc2bfb75075	APPROVED	2023-02-11T15:41:40.050
Лю Шаоци избивали , и он умер в заключении .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b734ca25f11eaf056bf0	00023f0ffa--63e7ad0a03b5dd74ad8e59ec	00023f0ffa--63e7b734ca25f11eaf056bf0	2aed096bfaa5341c90ede8b38edce529	APPROVED	2023-02-11T15:41:40.056
Дело здесь не в оборудовании , а в другом .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b734e0e9031110acd412	00023f0ffa--63e7ad0803b5dd74ad8e5999	00023f0ffa--63e7b734e0e9031110acd412	264f1771358cd1f88e1f1c05255f3a41	APPROVED	2023-02-11T15:41:40.314
Лю Шаоци избивали , и он умер в заключении .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b73540ff837b206d2da1	00023f0ffa--63e7ad0a03b5dd74ad8e59ec	00023f0ffa--63e7b73540ff837b206d2da1	6cda1756dc328eb17f630eada9b7b1a7	APPROVED	2023-02-11T15:41:41.076
Так что встречались мы и расставались спокойно и радостно .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b73540ff837b206d2dab	00023f0ffa--63e7ad0a03b5dd74ad8e59d0	00023f0ffa--63e7b73540ff837b206d2dab	8dfc3c14367f1d47ac82670f2ce9de3e	APPROVED	2023-02-11T15:41:41.766
Вы привели в правительство Гайдара и его команду реформаторов ?			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b735bf19e327ec3bb53e	00023f0ffa--63e7ad1303b5dd74ad8e5b53	00023f0ffa--63e7b735bf19e327ec3bb53e	d567a93a714fb420e835b4acf790906e	APPROVED	2023-02-11T15:41:41.077
Вы привели в правительство Гайдара и его команду реформаторов ?			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b735bf19e327ec3bb55b	00023f0ffa--63e7ad1303b5dd74ad8e5b53	00023f0ffa--63e7b735bf19e327ec3bb55b	5d440cf083c84276f8fd06386ca302d2	APPROVED	2023-02-11T15:41:41.941
Поступившие предложения изучаются и уже использованы в работе пленума .			[2]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b735ca25f11eaf056c0b	00023f0ffa--63e7ad1503b5dd74ad8e5bbc	00023f0ffa--63e7b735ca25f11eaf056c0b	561d4c7b8257e50097e7361093a7b829	APPROVED	2023-02-11T15:41:41.816
Он преподавал химию и в других петербургских учебных заведениях .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b735f231c761224fbf50	00023f0ffa--63e7ad2103b5dd74ad8e5dcd	00023f0ffa--63e7b735f231c761224fbf50	3283fb5f824d0278bbdb8ef2d9c5451e	APPROVED	2023-02-11T15:41:41.279
Так что встречались мы и расставались спокойно и радостно .			[2]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b7361d35f828b7ff92ab	00023f0ffa--63e7ad0a03b5dd74ad8e59d0	00023f0ffa--63e7b7361d35f828b7ff92ab	9c024c7cbf633e7b2d8f5ba4b688d84e	APPROVED	2023-02-11T15:41:42.797
Он свистит над головами и детей , и взрослых .			[1]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b73640ff837b206d2db8	00023f0ffa--63e7ad0e03b5dd74ad8e5a57	00023f0ffa--63e7b73640ff837b206d2db8	2d6aa4e465c70adf2aa6d8ca7e46e462	APPROVED	2023-02-11T15:41:42.904
Он преподавал химию и в других петербургских учебных заведениях .			[2]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b7365e82947f3f46a4ab	00023f0ffa--63e7ad2103b5dd74ad8e5dcd	00023f0ffa--63e7b7365e82947f3f46a4ab	29571b2081f20f8d4a1a082ed0de013d	APPROVED	2023-02-11T15:41:42.305
Лю Шаоци избивали , и он умер в заключении .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b7368fb2e27ee93cb972	00023f0ffa--63e7ad0a03b5dd74ad8e59ec	00023f0ffa--63e7b7368fb2e27ee93cb972	479fa8b3b669a3a729f38f9d3521bb0b	APPROVED	2023-02-11T15:41:42.366
Так что встречались мы и расставались спокойно и радостно .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b7371d35f828b7ff92bf	00023f0ffa--63e7ad0a03b5dd74ad8e59d0	00023f0ffa--63e7b7371d35f828b7ff92bf	f1aeb6e5e9d07f1d7f1d848649d6573f	APPROVED	2023-02-11T15:41:43.609
Лю Шаоци избивали , и он умер в заключении .			[2]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b73738b49f608d4a94ed	00023f0ffa--63e7ad0a03b5dd74ad8e59ec	00023f0ffa--63e7b73738b49f608d4a94ed	10fd751f9c94b401bd85e8ce5e5f0775	APPROVED	2023-02-11T15:41:43.210
Он преподавал химию и в других петербургских учебных заведениях .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b73740ff837b206d2dce	00023f0ffa--63e7ad2103b5dd74ad8e5dcd	00023f0ffa--63e7b73740ff837b206d2dce	ade0fcc2eef78bbe42d146f81a07b812	APPROVED	2023-02-11T15:41:43.790
Он преподавал химию и в других петербургских учебных заведениях .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b737bf19e327ec3bb59d	00023f0ffa--63e7ad2103b5dd74ad8e5dcd	00023f0ffa--63e7b737bf19e327ec3bb59d	25fd037ef875b205f2cc7ff2dd1ee86f	APPROVED	2023-02-11T15:41:43.112
Поступившие предложения изучаются и уже использованы в работе пленума .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b737fe1ec76f5c4ec8cf	00023f0ffa--63e7ad1503b5dd74ad8e5bbc	00023f0ffa--63e7b737fe1ec76f5c4ec8cf	c9ab6876573089328e56f514b0b77f5b	APPROVED	2023-02-11T15:41:43.138
Он свистит над головами и детей , и взрослых .			[1]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b738006a84029c3ddbb3	00023f0ffa--63e7ad0e03b5dd74ad8e5a57	00023f0ffa--63e7b738006a84029c3ddbb3	6c6b633925956a74c39b38a761b47538	APPROVED	2023-02-11T15:41:44.630
Он преподавал химию и в других петербургских учебных заведениях .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b7381d35f828b7ff92d7	00023f0ffa--63e7ad2103b5dd74ad8e5dcd	00023f0ffa--63e7b7381d35f828b7ff92d7	6ea3c7ced4c9cbaa3d8a3c7008b9cc11	APPROVED	2023-02-11T15:41:44.742
Лю Шаоци избивали , и он умер в заключении .			[2]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b7382b041c6b27aa83c9	00023f0ffa--63e7ad0a03b5dd74ad8e59ec	00023f0ffa--63e7b7382b041c6b27aa83c9	8e9dd2148a0a64287baedaaa557ee457	APPROVED	2023-02-11T15:41:44.675
Поступившие предложения изучаются и уже использованы в работе пленума .			[1]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b73831137e5dec1cb2a0	00023f0ffa--63e7ad1503b5dd74ad8e5bbc	00023f0ffa--63e7b73831137e5dec1cb2a0	1b7aa6bb498e15eef0be6403273da50c	APPROVED	2023-02-11T15:41:44.262
Так что встречались мы и расставались спокойно и радостно .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b73831137e5dec1cb2d7	00023f0ffa--63e7ad0a03b5dd74ad8e59d0	00023f0ffa--63e7b73831137e5dec1cb2d7	ca35fe3efc4dc01d2cde7df81e1e0afd	APPROVED	2023-02-11T15:41:44.879
Пытался он внести и новые предложения в производство обуви .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b738e0e9031110acd482	00023f0ffa--63e7ad0a03b5dd74ad8e59e0	00023f0ffa--63e7b738e0e9031110acd482	2d186acca8e5009152f1352661b2e3ec	APPROVED	2023-02-11T15:41:44.993
Он свистит над головами и детей , и взрослых .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b7391d35f828b7ff92e4	00023f0ffa--63e7ad0e03b5dd74ad8e5a57	00023f0ffa--63e7b7391d35f828b7ff92e4	c821b3e270916ef3a3a458c83752d3bd	APPROVED	2023-02-11T15:41:45.382
Между тем сквозил в них и несомненный мифоборческий оттенок .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b73938b49f608d4a9560	00023f0ffa--63e7ad1e03b5dd74ad8e5d32	00023f0ffa--63e7b73938b49f608d4a9560	7a86c771ae83823e1b8535e43a289643	APPROVED	2023-02-11T15:41:45.748
Поступившие предложения изучаются и уже использованы в работе пленума .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b7395aa2d3277b319954	00023f0ffa--63e7ad1503b5dd74ad8e5bbc	00023f0ffa--63e7b7395aa2d3277b319954	f209a364f0f30b096786451bae3b1e13	APPROVED	2023-02-11T15:41:45.029
Пытался он внести и новые предложения в производство обуви .			[5]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b7395aa2d3277b319963	00023f0ffa--63e7ad0a03b5dd74ad8e59e0	00023f0ffa--63e7b7395aa2d3277b319963	83641df1096bfc22148fbb5ff1bae375	APPROVED	2023-02-11T15:41:45.814
Он свистит над головами и детей , и взрослых .			[2]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b73a31137e5dec1cb336	00023f0ffa--63e7ad0e03b5dd74ad8e5a57	00023f0ffa--63e7b73a31137e5dec1cb336	48d1f8cfdfc6937a46d417dbbde9aca6	APPROVED	2023-02-11T15:41:46.252
Между тем сквозил в них и несомненный мифоборческий оттенок .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b73a80b195458caa1c25	00023f0ffa--63e7ad1e03b5dd74ad8e5d32	00023f0ffa--63e7b73a80b195458caa1c25	868a36d4cf33748131962e110801d6b0	APPROVED	2023-02-11T15:41:46.711
Он преподавал химию и в других петербургских учебных заведениях .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b73aca25f11eaf056c81	00023f0ffa--63e7ad2103b5dd74ad8e5dcd	00023f0ffa--63e7b73aca25f11eaf056c81	61947d08c29861e8e3123aa6efab2e7f	APPROVED	2023-02-11T15:41:46.275
Он свистит над головами и детей , и взрослых .			[2]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b73b2b041c6b27aa842e	00023f0ffa--63e7ad0e03b5dd74ad8e5a57	00023f0ffa--63e7b73b2b041c6b27aa842e	d49e2e2bc5adb65629eec1c6d8b89d4b	APPROVED	2023-02-11T15:41:47.804
Поступившие предложения изучаются и уже использованы в работе пленума .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b73b8fb2e27ee93cb9aa	00023f0ffa--63e7ad1503b5dd74ad8e5bbc	00023f0ffa--63e7b73b8fb2e27ee93cb9aa	827d37380855ebbc684e06e2cf2e412d	APPROVED	2023-02-11T15:41:47.977
Между тем сквозил в них и несомненный мифоборческий оттенок .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b73c8fb2e27ee93cb9b0	00023f0ffa--63e7ad1e03b5dd74ad8e5d32	00023f0ffa--63e7b73c8fb2e27ee93cb9b0	7aff24f1f71d2d30dd834217e3c09908	APPROVED	2023-02-11T15:41:48.328
Он свистит над головами и детей , и взрослых .			[2]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b73cbf19e327ec3bb70d	00023f0ffa--63e7ad0e03b5dd74ad8e5a57	00023f0ffa--63e7b73cbf19e327ec3bb70d	e99518a6ab21d9d3b716a319309eb686	APPROVED	2023-02-11T15:41:48.617
Поступившие предложения изучаются и уже использованы в работе пленума .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b73d31137e5dec1cb36a	00023f0ffa--63e7ad1503b5dd74ad8e5bbc	00023f0ffa--63e7b73d31137e5dec1cb36a	ac8ad0d3058aa89943f2ca036f22d2e6	APPROVED	2023-02-11T15:41:49.340
Пытался он внести и новые предложения в производство обуви .			[2]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b73d800a232967d18860	00023f0ffa--63e7ad0a03b5dd74ad8e59e0	00023f0ffa--63e7b73d800a232967d18860	66a0b81e5d16fe4eb4ad9345d8161b4b	APPROVED	2023-02-11T15:41:49.009
Он преподавал химию и в других петербургских учебных заведениях .			[1]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b73dcf02855709a106d1	00023f0ffa--63e7ad2103b5dd74ad8e5dcd	00023f0ffa--63e7b73dcf02855709a106d1	37c4f5ff63dfb658ded1fad3b6b824b5	APPROVED	2023-02-11T15:41:49.174
Он свистит над головами и детей , и взрослых .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b73e1d35f828b7ff9320	00023f0ffa--63e7ad0e03b5dd74ad8e5a57	00023f0ffa--63e7b73e1d35f828b7ff9320	1961509830f2b997ad074828d21cb742	APPROVED	2023-02-11T15:41:50.703
Пытался он внести и новые предложения в производство обуви .			[2]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b73e38b49f608d4a960f	00023f0ffa--63e7ad0a03b5dd74ad8e59e0	00023f0ffa--63e7b73e38b49f608d4a960f	a7df2be9ea57bc76cf5c6900c3a192d3	APPROVED	2023-02-11T15:41:50.633
Он преподавал химию и в других петербургских учебных заведениях .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b73e577f0875d59ac7ff	00023f0ffa--63e7ad2103b5dd74ad8e5dcd	00023f0ffa--63e7b73e577f0875d59ac7ff	e44cb5c8997804d95b2e51142009bcf7	APPROVED	2023-02-11T15:41:50.078
Сделал добро и погордился - вот и нет добра .			[5]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b73f1d35f828b7ff9337	00023f0ffa--63e7ad0c03b5dd74ad8e5a2c	00023f0ffa--63e7b73f1d35f828b7ff9337	479fa8b3b669a3a729f38f9d3521bb0b	APPROVED	2023-02-11T15:41:51.996
Он преподавал химию и в других петербургских учебных заведениях .			[2]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b73fca25f11eaf056cf0	00023f0ffa--63e7ad2103b5dd74ad8e5dcd	00023f0ffa--63e7b73fca25f11eaf056cf0	561d4c7b8257e50097e7361093a7b829	APPROVED	2023-02-11T15:41:51.494
Он преподавал химию и в других петербургских учебных заведениях .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b740006a84029c3ddc62	00023f0ffa--63e7ad2103b5dd74ad8e5dcd	00023f0ffa--63e7b740006a84029c3ddc62	cc98f3cb33313fbb7309147efe6fa968	APPROVED	2023-02-11T15:41:52.260
Пытался он внести и новые предложения в производство обуви .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b740577f0875d59ac833	00023f0ffa--63e7ad0a03b5dd74ad8e59e0	00023f0ffa--63e7b740577f0875d59ac833	cd43c72d4bfca1f9ae02a37694684a86	APPROVED	2023-02-11T15:41:52.210
Он свистит над головами и детей , и взрослых .			[2]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b740e0e9031110acd514	00023f0ffa--63e7ad0e03b5dd74ad8e5a57	00023f0ffa--63e7b740e0e9031110acd514	19bcbfeac90eb5e97d8080622d1d7a0d	APPROVED	2023-02-11T15:41:52.574
"Может прийти участковый и утащить нас в суд "" ."			[2]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b741577f0875d59ac859	00023f0ffa--63e7ad1703b5dd74ad8e5bf6	00023f0ffa--63e7b741577f0875d59ac859	f209a364f0f30b096786451bae3b1e13	APPROVED	2023-02-11T15:41:53.363
Сделал добро и погордился - вот и нет добра .			[6]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b741ca25f11eaf056d23	00023f0ffa--63e7ad0c03b5dd74ad8e5a2c	00023f0ffa--63e7b741ca25f11eaf056d23	8417452c66387c07446ba62c4c75c960	APPROVED	2023-02-11T15:41:53.543
Между тем сквозил в них и несомненный мифоборческий оттенок .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b7422b041c6b27aa8491	00023f0ffa--63e7ad1e03b5dd74ad8e5d32	00023f0ffa--63e7b7422b041c6b27aa8491	cf1c62163249adc72d5f69cad10fe1e3	APPROVED	2023-02-11T15:41:54.394
Пытался он внести и новые предложения в производство обуви .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b74238b49f608d4a96c5	00023f0ffa--63e7ad0a03b5dd74ad8e59e0	00023f0ffa--63e7b74238b49f608d4a96c5	7a86c771ae83823e1b8535e43a289643	APPROVED	2023-02-11T15:41:54.502
"Может прийти участковый и утащить нас в суд "" ."			[1]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b74240ff837b206d2e23	00023f0ffa--63e7ad1703b5dd74ad8e5bf6	00023f0ffa--63e7b74240ff837b206d2e23	cf1000edb2e3bc624786b21b636aae06	APPROVED	2023-02-11T15:41:54.479
Он свистит над головами и детей , и взрослых .			[2]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b7426c63877b65b9bd4d	00023f0ffa--63e7ad0e03b5dd74ad8e5a57	00023f0ffa--63e7b7426c63877b65b9bd4d	1699025cd6d9f37bf2d0329c21afd974	APPROVED	2023-02-11T15:41:54.224
Сделал добро и погордился - вот и нет добра .			[5]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b7428063982b2208fdcb	00023f0ffa--63e7ad0c03b5dd74ad8e5a2c	00023f0ffa--63e7b7428063982b2208fdcb	8c4c051ad7b3ff51a0b17f4a9a829e24	APPROVED	2023-02-11T15:41:54.373
Он свистит над головами и детей , и взрослых .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b7432b041c6b27aa84ab	00023f0ffa--63e7ad0e03b5dd74ad8e5a57	00023f0ffa--63e7b7432b041c6b27aa84ab	4862783650b537a7da9af41c8762e98e	APPROVED	2023-02-11T15:41:55.165
Пытался он внести и новые предложения в производство обуви .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b7435aa2d3277b3199e7	00023f0ffa--63e7ad0a03b5dd74ad8e59e0	00023f0ffa--63e7b7435aa2d3277b3199e7	ca35fe3efc4dc01d2cde7df81e1e0afd	APPROVED	2023-02-11T15:41:55.923
Между тем сквозил в них и несомненный мифоборческий оттенок .			[6]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b7438fb2e27ee93cba1d	00023f0ffa--63e7ad1e03b5dd74ad8e5d32	00023f0ffa--63e7b7438fb2e27ee93cba1d	264f1771358cd1f88e1f1c05255f3a41	APPROVED	2023-02-11T15:41:55.246
Сделал добро и погордился - вот и нет добра .			[1]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b743cf02855709a1079c	00023f0ffa--63e7ad0c03b5dd74ad8e5a2c	00023f0ffa--63e7b743cf02855709a1079c	888da3d234628541fca34be673cf17bc	APPROVED	2023-02-11T15:41:55.313
"Может прийти участковый и утащить нас в суд "" ."			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b743f231c761224fc040	00023f0ffa--63e7ad1703b5dd74ad8e5bf6	00023f0ffa--63e7b743f231c761224fc040	3283fb5f824d0278bbdb8ef2d9c5451e	APPROVED	2023-02-11T15:41:55.291
"Может прийти участковый и утащить нас в суд "" ."			[2]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b745006a84029c3ddcf7	00023f0ffa--63e7ad1703b5dd74ad8e5bf6	00023f0ffa--63e7b745006a84029c3ddcf7	5445c6c3c2c1a89e5d06db2a1a588c51	APPROVED	2023-02-11T15:41:57.183
Сделал добро и погордился - вот и нет добра .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b74531137e5dec1cb43c	00023f0ffa--63e7ad0c03b5dd74ad8e5a2c	00023f0ffa--63e7b74531137e5dec1cb43c	dfe8ff52e2d996b2c37f94ee901526b2	APPROVED	2023-02-11T15:41:57.288
Пытался он внести и новые предложения в производство обуви .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b745577f0875d59ac888	00023f0ffa--63e7ad0a03b5dd74ad8e59e0	00023f0ffa--63e7b745577f0875d59ac888	808cc9fa938f6292da88c8f5726ced2b	APPROVED	2023-02-11T15:41:57.405
Есть и нулевое чтение , существует согласование в правительстве .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b7455aa2d3277b319a10	00023f0ffa--63e7ad1d03b5dd74ad8e5cfa	00023f0ffa--63e7b7455aa2d3277b319a10	25fd037ef875b205f2cc7ff2dd1ee86f	APPROVED	2023-02-11T15:41:57.213
Между тем сквозил в них и несомненный мифоборческий оттенок .			[1]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b7456c63877b65b9bd7d	00023f0ffa--63e7ad1e03b5dd74ad8e5d32	00023f0ffa--63e7b7456c63877b65b9bd7d	47d665f69df549826ac348bc12e6ef59	APPROVED	2023-02-11T15:41:57.157
Есть и нулевое чтение , существует согласование в правительстве .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b7462b041c6b27aa84fe	00023f0ffa--63e7ad1d03b5dd74ad8e5cfa	00023f0ffa--63e7b7462b041c6b27aa84fe	68ff5fe68ca1a04b1f6d386ae6736102	APPROVED	2023-02-11T15:41:58.387
Сделал добро и погордился - вот и нет добра .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b7466c63877b65b9bd9e	00023f0ffa--63e7ad0c03b5dd74ad8e5a2c	00023f0ffa--63e7b7466c63877b65b9bd9e	d3f1076ed0d20bf413d36733851be64e	APPROVED	2023-02-11T15:41:58.297
"Может прийти участковый и утащить нас в суд "" ."			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b7468063982b2208fe1a	00023f0ffa--63e7ad1703b5dd74ad8e5bf6	00023f0ffa--63e7b7468063982b2208fe1a	69fe160230cffc578c8d3724843b30db	APPROVED	2023-02-11T15:41:58.783
Между тем сквозил в них и несомненный мифоборческий оттенок .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b746bf19e327ec3bb9a6	00023f0ffa--63e7ad1e03b5dd74ad8e5d32	00023f0ffa--63e7b746bf19e327ec3bb9a6	a4b3244023da5ea62bf59421375c8adc	APPROVED	2023-02-11T15:41:58.943
Сделал добро и погордился - вот и нет добра .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b74703b5dd74ad8f82e6	00023f0ffa--63e7ad0c03b5dd74ad8e5a2c	00023f0ffa--63e7b74703b5dd74ad8f82e6	29571b2081f20f8d4a1a082ed0de013d	APPROVED	2023-02-11T15:41:59.315
Пытался он внести и новые предложения в производство обуви .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b747577f0875d59ac8ac	00023f0ffa--63e7ad0a03b5dd74ad8e59e0	00023f0ffa--63e7b747577f0875d59ac8ac	6ea3c7ced4c9cbaa3d8a3c7008b9cc11	APPROVED	2023-02-11T15:41:59.968
"Может прийти участковый и утащить нас в суд "" ."			[1]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b7476458d9668b28ecbc	00023f0ffa--63e7ad1703b5dd74ad8e5bf6	00023f0ffa--63e7b7476458d9668b28ecbc	321376b7efd96408e27be6f0eb31aa3f	APPROVED	2023-02-11T15:41:59.743
Сделал добро и погордился - вот и нет добра .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b748cf02855709a10826	00023f0ffa--63e7ad0c03b5dd74ad8e5a2c	00023f0ffa--63e7b748cf02855709a10826	243f7fd89c87f357b98b0ec66753e583	APPROVED	2023-02-11T15:42:00.267
Между тем сквозил в них и несомненный мифоборческий оттенок .			[5]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b748e0e9031110acd5db	00023f0ffa--63e7ad1e03b5dd74ad8e5d32	00023f0ffa--63e7b748e0e9031110acd5db	6d7dbbf91d41e80f6e5d4f7329f58516	APPROVED	2023-02-11T15:42:00.038
